,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,Age_Bin,Drinks,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,rain,cloudy,overcast,Hour
463,2015-11-27,17:03:52,chinese,male,unknown,43.0,no,no_kids,big,red,unknown,black,unknown,grey,short,clothes,5,9,no,23.0,3.0,21.0,2.956819041,101.7413042,2.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,17
464,2015-11-27,17:25:34,malay,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,blankets,3,7,no,45.0,4.0,14.0,2.947497383,101.6970239,3.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,17
465,2015-11-27,17:30:51,chinese,male,unknown,28.0,unknown,no_kids,big,red,casual,black,unknown,unknown,short,blankets,6,9,yes,49.0,3.0,18.0,2.945243513,101.7312075,3.0,"(20, 30]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,17
466,2015-11-27,17:30:51,indian,female,moderate,42.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,20.0,4.0,10.0,2.93029128,101.7228455,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,17
467,2015-11-27,17:30:51,indian,female,moderate,49.0,unknown,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no,12.0,5.0,8.0,2.948768008,101.6646102,2.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,17
468,2015-11-27,17:59:15,malay,female,thin,29.0,no,no_kids,big,unknown,traditional,black,long sleeve,black,long,blankets,3,10,unknown,46.0,1.0,7.0,2.90410284,101.6533787,1.0,"(20, 30]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,17
469,2015-11-27,18:05:15,indian,male,unknown,47.0,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no,19.0,1.0,11.0,2.952106648,101.6972564,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,18
470,2015-11-27,18:05:15,unknown,female,moderate,28.0,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,3,7,no,26.0,0.0,9.0,2.922352132,101.6800044,1.0,"(20, 30]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,18
471,2015-11-27,18:40:46,chinese,male,thin,49.0,unknown,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no,13.0,4.0,20.0,2.949389954,101.6435494,3.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,18
472,2015-11-27,18:40:46,chinese,female,moderate,36.0,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no,51.0,2.0,21.0,2.933381522,101.6779067,2.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,18
473,2015-11-27,18:52:40,unknown,male,moderate,39.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes,43.0,1.0,9.0,2.941098041,101.6904005,1.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,18
474,2015-11-27,19:20:57,indian,female,thin,38.0,no,no_kids,unknown,brown,casual,black,short_sleeve,grey,long,unknown,6,9,no,48.0,3.0,14.0,2.92886632,101.7189768,1.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,19
475,2015-11-27,19:20:57,chinese,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no,33.0,3.0,9.0,2.907847781,101.6326862,2.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,19
476,2015-11-27,20:08:45,foreigner,female,moderate,35.0,unknown,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no,19.0,4.0,20.0,2.932540757,101.7348729,1.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,20
477,2015-11-27,20:29:06,indian,female,thin,47.0,no,no_kids,big,pink,unknown,unknown,short_sleeve,black,long,clothes,4,9,no,28.0,5.0,13.0,2.968069646,101.6484308,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,20
478,2015-11-27,20:30:58,indian,female,fat,51.0,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,5,8,no,29.0,0.0,12.0,2.929363904,101.7149757,1.0,"(50, 60]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,20
479,2015-11-27,20:42:26,chinese,female,thin,46.0,no,no_kids,big,black,casual,white,unknown,blue_jeans,long,clothes,6,9,no,57.0,5.0,16.0,2.921395925,101.6557435,2.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,20
480,2015-11-27,21:03:10,chinese,female,moderate,40.0,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,5,7,yes,48.0,4.0,16.0,2.966864827,101.6321823,2.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
481,2015-11-27,21:10:54,foreigner,male,thin,36.0,yes,young,unknown,white,traditional,blue,long sleeve,blue,long,clothes,3,8,unknown,11.0,5.0,18.0,2.914694009,101.7422189,3.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
482,2015-11-27,21:15:59,unknown,female,fat,51.0,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,5,10,yes,12.0,3.0,20.0,2.944608638,101.6939007,2.0,"(50, 60]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
483,2015-11-27,21:15:59,chinese,male,moderate,44.0,no,no_kids,big,red,casual,yellow,short_sleeve,blue_jeans,long,unknown,6,8,no,51.0,0.0,13.0,2.904113181,101.7432741,1.0,"(40, 50]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
484,2015-11-27,21:15:59,chinese,male,fat,31.0,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,8,yes,32.0,2.0,11.0,2.961100409,101.7171551,1.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
485,2015-11-27,21:27:10,indian,female,fat,52.0,yes,young,big,unknown,casual,white,short_sleeve,black,long,blankets,4,10,no,43.0,4.0,16.0,2.914036004,101.685024,1.0,"(50, 60]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
486,2015-11-27,21:27:10,indian,female,moderate,32.0,unknown,toddler,big,pink,casual,black,short_sleeve,unknown,long,clothes,3,10,no,31.0,4.0,18.0,2.968705113,101.7392521,3.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
487,2015-11-27,21:27:10,malay,female,fat,49.0,yes,young,unknown,unknown,casual,red,long sleeve,black,long,blankets,3,7,no,49.0,5.0,21.0,2.903581699,101.7452686,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
488,2015-11-27,21:46:58,malay,female,fat,28.0,yes,toddler,unknown,red,traditional,white,long sleeve,white,long,blankets,6,7,yes,14.0,5.0,14.0,2.932310486,101.743989,3.0,"(20, 30]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,21
489,2015-11-27,22:01:50,chinese,male,fat,35.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,3,7,unknown,60.0,1.0,19.0,2.925268679,101.7151731,2.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
490,2015-11-27,22:32:42,chinese,male,moderate,38.0,no,no_kids,big,unknown,casual,yellow,unknown,blue_jeans,long,unknown,5,8,no,20.0,0.0,18.0,2.917111664,101.7310001,3.0,"(30, 40]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
491,2015-11-27,22:32:42,chinese,male,fat,49.0,unknown,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,9,yes,45.0,3.0,11.0,2.944453456,101.7435609,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
492,2015-11-27,22:32:42,indian,female,unknown,34.0,unknown,young,big,pink,casual,white,short_sleeve,black,long,blankets,3,10,unknown,27.0,3.0,8.0,2.972187808,101.6504432,1.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
493,2015-11-27,22:32:42,indian,female,moderate,44.0,yes,toddler,big,pink,casual,unknown,short_sleeve,unknown,long,clothes,3,7,no,20.0,4.0,7.0,2.969998307,101.6339914,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
494,2015-11-27,22:44:34,chinese,male,moderate,52.0,no,no_kids,big,unknown,unknown,green,unknown,black,long,clothes,4,8,no,29.0,2.0,14.0,2.905094343,101.7404702,1.0,"(50, 60]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
495,2015-11-27,22:49:09,chinese,male,thin,50.0,no,no_kids,big,white,formal,white,short_sleeve,unknown,long,clothes,6,9,no,34.0,0.0,19.0,2.970460976,101.6459418,1.0,"(40, 50]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
496,2015-11-27,22:49:09,chinese,female,moderate,38.0,unknown,no_kids,big,white,casual,unknown,short_sleeve,blue_jeans,short,unknown,4,10,no,49.0,1.0,12.0,2.934090509,101.6870992,1.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
497,2015-11-27,22:49:09,unknown,male,thin,40.0,unknown,unknown,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,32.0,2.0,14.0,2.963318428,101.7029792,2.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
498,2015-11-27,22:49:09,indian,male,unknown,52.0,no,no_kids,big,red,casual,red,short_sleeve,unknown,short,clothes,5,7,unknown,26.0,2.0,21.0,2.95732304,101.6860318,3.0,"(50, 60]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
499,2015-11-27,22:49:09,unknown,male,thin,50.0,no,no_kids,big,grey,casual,white,short_sleeve,red,short,clothes,6,10,no,41.0,2.0,13.0,2.94849919,101.7157344,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
500,2015-11-27,22:58:50,foreigner,female,fat,51.0,no,no_kids,unknown,unknown,casual,black,unknown,black,long,blankets,5,9,no,57.0,5.0,10.0,2.954757069,101.6286753,2.0,"(50, 60]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
501,2015-11-27,22:58:50,indian,female,moderate,52.0,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,5,7,unknown,24.0,2.0,11.0,2.910133541,101.6716219,1.0,"(50, 60]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,22
502,2015-11-27,23:17:24,foreigner,male,moderate,32.0,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,3,9,no,55.0,0.0,20.0,2.907425896,101.6739155,2.0,"(30, 40]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
503,2015-11-27,23:17:24,chinese,male,thin,29.0,no,no_kids,unknown,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes,37.0,2.0,10.0,2.930393947,101.7376661,1.0,"(20, 30]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
504,2015-11-27,23:23:43,indian,male,moderate,29.0,no,no_kids,big,purple,casual,unknown,short_sleeve,black,short,blankets,5,9,no,31.0,2.0,11.0,2.942809672,101.7122863,1.0,"(20, 30]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
505,2015-11-27,23:23:43,foreigner,female,moderate,47.0,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,5,8,no,52.0,3.0,21.0,2.96520119,101.6809331,3.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
506,2015-11-27,23:48:28,indian,male,fat,40.0,yes,toddler,big,blue,formal,black,unknown,black,long,clothes,6,7,no,48.0,4.0,21.0,2.903282637,101.6623277,2.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
507,2015-11-27,23:50:39,chinese,female,unknown,40.0,yes,young,big,unknown,casual,green,short_sleeve,pink,short,clothes,3,7,unknown,45.0,3.0,8.0,2.960092352,101.7354836,2.0,"(30, 40]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
508,2015-11-27,23:50:39,indian,female,fat,44.0,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no,30.0,5.0,21.0,2.927732002,101.6633547,1.0,"(40, 50]",1,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
509,2015-11-27,23:50:39,chinese,male,thin,40.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no,50.0,0.0,13.0,2.967810624,101.6701283,2.0,"(30, 40]",0,cyberjaya,30.5,23.6,26.8,36.1,23.6,29.2,23.7,84.0,0.276,100,4.17,rain,0.0,10.5,353.6,1009.2,89.0,9.2,202.2,17.4,7,2015-11-27T07:01:41,2015-11-27T18:59:50,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK",1,1,0,23
